,1
17430,0.0865574
17435,0.197792
17440,0.545307
17445,0.291058
17450,0.633852
17455,0.0552724
17460,0.543436
17465,0.352911
17470,0.0360724
17475,-2.96E-01
17480,0.682009
17485,0.124211
17490,0.10057
17495,-0.125402
17500,0.214682
17505,0.498249
17510,0.218797
17515,0.195488
17520,0.450076
17525,0.606332
17530,0.649684
17535,0.0370412
17540,0.274698
17545,-0.00843092
17550,0.346124
17555,-0.524584
17560,-0.0340585
17565,0.0990906
17570,0.280133
17575,0.265665
17580,0.719273
17585,0.372124
17590,0.50269
17595,-0.165878
17600,0.406565
17605,0.425553
17610,0.024556
17615,0.0507449
17620,0.563519
17625,1.39568
17630,0.548555
17635,-0.217565
17640,0.0646569
17645,-0.260266
17650,0.270545
17655,-0.0896383
17660,0.427193
17665,-0.226314
17670,0.219534
17675,-0.0252754
17680,0.267571
17685,0.770216
17690,0.046087
17695,0.249344
17700,0.431682
17705,0.252917
17710,-0.128121
17715,0.0631032
17720,-0.0853899
17725,-0.41417
17730,0.586755
17735,-0.0608374
17740,0.162662
17745,0.404144
17750,0.469827
17755,-0.0048064
17760,0.855193
17765,-0.25001
17770,-0.128259
17775,0.78972
17780,0.0253732
17785,0.422515
17790,0.211439
17795,0.224745
17800,0.181408
17805,0.794002
17810,0.466198
17815,0.391149
17820,0.0266868
17825,0.61663
17830,-0.0606758
17835,0.256399
17840,1.64E-01
17845,0.170963
17850,0.413277
17855,0.232611
17860,0.321522
17865,0.626371
17870,0.444208
17875,1.21936
17880,0.284962
17885,0.326111
17890,-0.134257
17895,0.400207
17900,0.389335
17905,0.149539
17910,0.481777
17915,0.392353
17920,0.0623717
17925,0.177009
17930,0.401928
17935,0.35624
17940,-0.367242
17945,1.02441
17950,0.245864
17955,0.0186173
17960,0.214729
17965,0.240536
17970,0.312359
17975,0.835207
17980,0.0264766
17985,0.0796557
17990,0.0941292
17995,0.755356
18000,0.529395
18005,0.248419
18010,-0.0202813
18015,0.29183
18020,0.209471
18025,0.724037
18030,0.282076
18035,-0.210007
18040,0.325245
18045,1.22715
18050,0.303531
18055,-0.607461
18060,0.477912
18065,0.380797
18070,-0.064629
18075,0.0990666
18080,0.416596
18085,0.618696
18090,0.340371
18095,0.0716044
18100,0.560725
18105,0.842632
18110,0.443074
18115,0.75051
18120,0.283012
18125,-0.34928
18130,0.321027
18135,0.657946
18140,0.261646
18145,-0.175056
18150,-0.347289
18155,0.852043
18160,0.4325
18165,0.838026
18170,0.773878
18175,0.25508
18180,0.744775
18185,0.907565
18190,0.568563
18195,0.669655
18200,0.310841
18205,-0.582549
18210,-0.340497
18215,0.17069
18220,0.280758
18225,0.168477
18230,0.349726
18235,0.0321235
18240,1.32571
18245,0.469429
18250,0.0351447
18255,0.627906
18260,1.10537
18265,0.34164
18270,0.186337
18275,0.614382
18280,0.54567
18285,0.375919
18290,0.77736
18295,0.331035
18300,0.438126
18305,0.551179
18310,0.497811
18315,0.311245
18320,0.120254
18325,0.519312
18330,0.420616
18335,0.0337707
18340,0.311287
18345,0.424239
18350,0.249036
18355,0.253983
18360,0.401612
18365,-0.155509
18370,0.723215
18375,0.437244
18380,0.0705129
18385,-0.170825
18390,0.783408
18395,-0.577806
18400,0.278824
18405,0.21627
18410,0.434475
18415,0.125195
18420,-0.0867183
18425,0.693219
18430,0.0680267
18435,0.566526
18440,0.55046
18445,-0.0120438
18450,1.00531
18455,0.915549
18460,-0.0560194
18465,0.356656
18470,0.427173
18475,0.515402
18480,0.945832
18485,0.651015
18490,0.592877
18495,0.565528
18500,0.368416
18505,0.15689
18510,0.556199
18515,0.625829
18520,1.44391
18525,0.620578
18530,0.389402
18535,0.527431
18540,0.320994
18545,0.442211
18550,-0.208184
18555,0.619256
18560,0.00756855
18565,0.275438
18570,-0.422869
18575,0.885747
18580,0.680596
18585,0.0405428
18590,0.44998
18595,0.118575
18600,-0.0935399
18605,0.247795
18610,0.0942591
18615,-0.682794
18620,-0.183724
18625,0.748276
18630,-0.210863
18635,0.890564
18640,0.715297
18645,-0.181228
18650,0.0245453
18655,0.672611
18660,0.860158
18665,0.432763
18670,0.119158
18675,0.2125
18680,-0.12025
18685,-0.100137
18690,-0.15168
18695,0.714733
18700,-0.499395
18705,-0.42988
18710,0.727687
18715,-0.342305
18720,0.00776074
18725,0.474217
18730,0.930233
18735,0.0706688
18740,0.120419
18745,-0.20926
18750,-0.0707225
18755,0.0836523
18760,0.582592
18765,0.0334721
18770,0.319094
18775,0.245977
18780,-0.0367856
18785,0.205872
18790,0.305615
18795,0.23925
18800,0.444015
18805,-0.15666
18810,0.196087
18815,1.06375
18820,0.363589
18825,0.439972
18830,-0.080031
18835,0.540823
18840,-0.234992
18845,0.0836902
18850,0.522849
18855,0.274714
18860,-0.210042
18865,0.282634
18870,0.8467
18875,-0.0904071
18880,0.643449
18885,0.0924144
18890,1.00147
18895,0.549656
18900,0.850538
18905,0.420245
18910,0.757336
18915,0.0900749
18920,1.12205
18925,-0.142862
18930,0.300262
18935,-0.154159
18940,0.282049
18945,-0.0355758
18950,0.227617
18955,-0.586394
18960,0.776938
18965,0.727383
18970,1.02689
18975,0.443716
18980,-0.546334
18985,1.10141
18990,1.14881
18995,-0.20491
19000,-0.192629
19005,0.424848
19010,-0.137577
19015,0.534556
19020,0.915153
19025,-0.16929
19030,-0.349501
19035,0.800415
19040,0.205946
19045,0.128258
19050,0.561233
19055,0.977349
19060,0.936474
19065,0.74596
19070,0.799859
19075,0.851108
19080,-0.148942
19085,1.18231
19090,-0.39128
19095,0.371968
19100,0.317753
19105,0.0530936
19110,0.547345
19115,0.165785
19120,0.279514
19125,-0.111476
19130,0.153065
19135,0.738857
19140,0.612377
19145,0.820582
19150,0.303567
19155,0.676734
19160,0.405619
19165,0.251213
19170,0.331979
19175,0.877523
19180,0.276511
19185,0.160879
19190,1.12583
19195,0.891345
19200,0.947556
19205,-0.27717
19210,0.316802
19215,0.124079
19220,0.41084
19225,-0.292796
19230,0.781487
19235,-0.0330128
19240,0.227266
19245,0.500454
19250,-0.119167
19255,-0.0800305
19260,-0.0580622
19265,0.934718
19270,0.916792
19275,-0.0595025
19280,0.229988
19285,-0.160239
19290,0.237967
19295,1.20948
19300,0.346572
19305,-0.0709719
19310,0.450699
19315,0.851416
19320,-0.383596
19325,0.601933
19330,0.645435
19335,0.256751
19340,0.0699581
19345,0.203336
19350,-0.196974
19355,0.556206
19360,0.740138
19365,-0.128166
19370,0.508221
19375,0.196421
19380,0.439424
19385,0.274714
19390,-0.00588566
19395,7.70E-02
19400,0.192409
19405,0.137742
19410,0.635786
19415,-0.0564112
19420,-0.410769
19425,0.315802
19430,-0.33266
19435,0.00168093
19440,-0.721039
19445,0.164922
19450,0.0494074
19455,0.143537
19460,0.0932936
19465,-0.181788
19470,0.0218269
19475,0.368412
19480,0.928794
19485,-0.266857
19490,0.0366577
19495,-0.128642
19500,0.551184
19505,1.12017
19510,-0.237526
19515,0.372768
19520,-0.0591117
19525,0.209192
19530,0.550441
19535,0.201873
19540,0.252631
19545,0.568587
19550,0.174659
19555,0.395027
19560,-0.270058
19565,0.1283
19570,0.500305
19575,-0.489789
19580,0.146676
19585,-0.112632
19590,-0.00147615
19595,-0.0519918
19600,0.0571966
19605,0.942357
19610,-0.0711099
19615,0.745822
19620,0.372348
19625,0.0807069
19630,0.93364
19635,-0.164094
19640,-0.128722
19645,-0.165116
19650,-0.208468
19655,0.766958
19660,0.736358
19665,0.111293
19670,0.769469
19675,-0.526394
19680,-0.00984128
19685,0.357319
19690,0.130634
19695,0.0191346
19700,0.498356
19705,0.176483
19710,0.897663
19715,0.662233
19720,0.122336
19725,0.406141
19730,0.0193816
19735,0.435754
19740,0.643197
19745,0.490842
19750,0.376486
19755,-0.0922718
19760,0.735906
19765,0.506066
19770,0.457756
19775,0.697819
19780,-0.0390501
19785,1.00503
19790,0.945662
19795,0.220825
19800,-0.278072
19805,0.572874
19810,0.602218
19815,0.997318
19820,0.578823
19825,0.106784
19830,0.0762662
19835,0.95401
19840,0.73017
19845,0.0967929
19850,0.162211
19855,0.268634
19860,-0.0461628
19865,0.144861
19870,-0.0466564
19875,-0.0498782
19880,-0.354163
19885,0.528681
19890,0.858236
19895,0.20038
19900,0.709042
19905,0.481333
19910,-0.0845121
19915,-0.139423
19920,0.176892
19925,0.892894
19930,0.813328
19935,0.284175
19940,0.640604
19945,0.458405
19950,0.234424
19955,-0.0223319
19960,0.953028
19965,0.149503
19970,0.403644
19975,0.057944
19980,0.738187
19985,0.565708
19990,1.06066
19995,0.221165
20000,0.147232
20005,0.80607
20010,0.520648
20015,0.471545
20020,0.106545
20025,0.621004
20030,0.467047
20035,0.830252
20040,0.957509
20045,0.48113
20050,-0.252513
20055,1.07031
20060,1.22011
20065,0.608174
20070,0.278628
20075,0.023384
20080,0.485316
20085,0.879814
20090,-0.080666
20095,0.229339
20100,0.759225
20105,0.693206
20110,0.580518
20115,-0.163345
20120,0.627333
20125,0.0297589
20130,0.914582
20135,0.350711
20140,0.3662
20145,0.215884
20150,1.35352
20155,0.170622
20160,1.1135
20165,-0.397127
20170,0.313928
20175,-0.548425
20180,0.527441
20185,1.0428
20190,1.03663
20195,0.205603
20200,0.229805
20205,0.251895
20210,0.2136
20215,0.539907
20220,0.217758
20225,0.171134
20230,0.779896
20235,-0.432302
20240,-0.23376
20245,0.568612
20250,-0.227615
20255,0.507831
20260,0.112147
20265,0.180781
20270,0.596526
20275,0.376539
20280,1.14416
20285,0.637265
20290,0.00181524
20295,0.0299824
20300,0.0286499
20305,-0.347855
20310,1.11531
20315,0.671878
20320,0.187954
20325,0.20368
20330,0.407877
20335,-0.036726
20340,-0.0653045
20345,0.178868
20350,0.383293
20355,1.05933
20360,0.68188
20365,0.371452
20370,0.946488
20375,0.7412
20380,0.205339
20385,1.15061
20390,0.061416
20395,-0.103712
20400,-0.135896
20405,0.773219
20410,-0.0552166
20415,0.300007
20420,-0.264991
20425,0.416416
20430,0.170643
20435,0.0859628
20440,0.524825
20445,0.355926
20450,0.343219
20455,0.18443
20460,0.528848
20465,0.700281
20470,0.13745
20475,-0.420614
20480,0.381153
20485,0.144894
20490,-0.0385567
20495,0.116351
20500,0.434476
20505,0.816805
20510,0.595601
20515,0.370334
20520,0.318452
20525,-0.0707153
20530,0.83257
20535,0.541422
20540,0.359526
20545,0.633699
20550,0.714898
20555,0.717681
20560,0.702155
20565,0.687353
20570,0.0987975
20575,0.538297
20580,0.281229
20585,0.00155618
20590,0.0783484
20595,0.844636
20600,0.675115
20605,0.432881
20610,-0.133226
20615,0.0560925
20620,0.614159
20625,-0.0501765
20630,0.285453
20635,0.549767
20640,-0.392862
20645,0.10341
20650,1.22734
20655,0.661095
20660,0.729505
20665,1.26175
20670,0.918254
20675,0.90712
20680,0.470708
20685,-0.231902
20690,-0.00421251
20695,0.337665
20700,0.331464
20705,-0.262101
20710,0.148504
20715,0.483632
20720,0.694861
20725,0.431723
20730,-0.100076
20735,0.288199
20740,0.0817476
20745,0.151519
20750,0.623658
20755,0.703116
20760,0.623248
20765,0.876531
20770,0.545103
20775,0.284221
20780,0.398655
20785,0.324651
20790,-0.221658
20795,0.602116
20800,-0.33119
20805,-0.235973
20810,0.114706
20815,0.514992
20820,0.266362
20825,0.558522
20830,0.0277143
20835,0.661229
20840,0.396362
20845,0.0249279
20850,0.538909
20855,0.163817
20860,1.23362
20865,0.204947
20870,0.519518
20875,0.704612
20880,0.191498
20885,0.652975
20890,1.01164
20895,0.313791
20900,-0.252868
20905,-0.00857349
20910,0.370289
20915,0.59799
20920,0.569743
20925,1.29531
20930,-0.477356
20935,-0.136783
20940,0.219101
20945,0.900658
20950,0.0122388
20955,-0.256313
20960,0.280892
20965,-0.335821
20970,-0.886575
20975,0.441581
20980,0.396475
20985,-0.170672
20990,0.195945
20995,-0.0184576
21000,0.645977
21005,-0.613303
21010,0.383335
21015,0.493699
21020,0.805018
21025,0.48899
21030,0.556087
21035,0.849278
21040,0.187576
21045,-0.53752
21050,0.452438
21055,0.58971
21060,-0.499727
21065,0.538036
21070,-0.0560137
21075,0.883574
21080,0.406566
21085,0.732925
21090,0.584462
21095,0.44373
21100,0.574377
21105,0.735739
21110,-0.824126
21115,-0.0485226
21120,0.595457
21125,0.540565
21130,0.458815
21135,0.215918
21140,0.659463
21145,-0.849546
21150,-0.133683
21155,0.784955
21160,0.502507
21165,-0.42993
21170,-0.269608
21175,0.214261
21180,1.18513
21185,0.640279
21190,0.575737
21195,-0.265755
21200,0.272621
21205,0.576692
21210,0.375615
21215,0.277827
21220,1.06799
21225,0.91786
21230,0.551979
21235,-0.116218
21240,0.110508
21245,0.571989
21250,0.598967
21255,0.385199
21260,-0.250374
21265,-0.307869
21270,-0.215899
21275,0.169919
21280,-0.195769
21285,0.472148
21290,0.146984
21295,0.0953461
21300,0.746685
21305,0.820864
21310,0.723263
21315,-0.0392082
21320,1.29433
21325,0.585557
21330,-0.397491
21335,0.673276
21340,-0.232036
21345,-0.312097
21350,0.948804
21355,0.149439
21360,0.105312
21365,0.300941
21370,0.670763
21375,0.0333042
21380,0.38068
21385,-0.153809
21390,-0.0123671
21395,0.573578
21400,0.257931
21405,0.0506201
21410,0.525929
21415,1.21696
21420,0.155559
21425,-0.087667
21430,-0.0713695
21435,0.104875
21440,0.911002
21445,0.252081
21450,0.56087
21455,0.122934
21460,0.57784
21465,0.650095
21470,0.359722
21475,0.67113
21480,0.266661
21485,0.0670866
21490,-0.512238
21495,0.838096
21500,0.770854
21505,0.693403
21510,-0.0553564
21515,0.180106
21520,0.467463
21525,-0.254054
21530,0.35774
21535,-0.0594499
21540,0.0537326
21545,0.207846
21550,0.782797
21555,0.261908
21560,0.280752
21565,1.25456
21570,0.313083
21575,-0.443088
21580,-0.0348467
21585,0.582394
21590,0.283704
21595,-0.256254
21600,0.855442
21605,0.173517
21610,0.514311
21615,0.0700834
21620,1.21311
21625,-0.0277422
21630,0.053552
21635,0.0314719
21640,0.765515
21645,0.154883
21650,0.214684
21655,-0.0156425
21660,-0.270364
21665,0.813991
21670,0.375436
21675,0.739263
21680,0.262349
21685,0.152517
21690,0.806185
21695,0.705127
21700,-0.349796
21705,0.419516
21710,-0.371831
21715,0.934284
21720,0.752269
21725,-0.0140352
21730,0.0906682
21735,-0.0672004
21740,-0.0839947
21745,0.367351
21750,-0.425194
21755,0.382827
21760,0.451614
21765,0.0171789
21770,0.37899
21775,0.750544
21780,-0.434247
21785,0.949196
21790,-0.0686534
21795,-0.0731205
21800,0.467894
21805,0.48065
21810,0.632241
21815,0.65314
21820,0.948885
21825,0.104518
21830,0.307647
21835,0.485663
21840,0.54296
21845,0.414772
21850,0.642421
21855,0.911084
21860,-0.0919158
21865,-0.0386463
21870,0.450832
21875,0.898781
21880,0.51268
21885,-0.151797
21890,-0.285886
21895,0.357418
21900,0.541592
21905,4.15E-01
21910,0.449326
21915,0.430341
21920,0.697378
21925,0.388721
21930,0.253359
21935,0.0469293
21940,0.439546
21945,0.210812
21950,0.67921
21955,0.881059
21960,0.257532
21965,0.0142555
21970,0.196142
21975,-0.243542
21980,-0.403157
21985,0.284868
21990,-0.245731
21995,0.537105
22000,0.162738
22005,-0.26305
22010,0.562455
22015,0.512702
22020,0.0705148
22025,0.635854
22030,0.643858
22035,0.0211786
22040,0.368411
22045,0.229321
22050,0.679879
22055,0.988256
22060,0.738736
22065,0.434404
22070,1.01673
22075,0.021146
22080,0.485185
22085,0.525197
22090,0.111675
22095,0.293651
22100,-0.341274
22105,0.718914
22110,0.660535
22115,0.143945
22120,0.964532
22125,0.16773
22130,0.665923
22135,-0.312684
22140,0.520533
22145,0.206064
22150,0.183573
22155,0.199466
22160,0.0260701
22165,0.0894894
22170,0.668541
22175,0.523884
22180,0.125772
22185,-0.417068
22190,-0.413766
22195,0.58671
22200,0.265224
22205,0.0997952
22210,0.367296
22215,0.268862
22220,0.476364
22225,-0.0835601
22230,0.243262
22235,0.646386
22240,0.580606
22245,0.209502
22250,0.536568
22255,-0.377109
22260,0.085754
22265,0.474566
22270,0.336953
22275,0.792235
22280,0.401357
22285,0.42339
22290,0.590414
22295,0.711371
22300,0.763485
22305,1.07849
22310,0.420416
22315,1.46626
22320,-0.0854842
22325,0.762078
22330,0.595706
22335,0.774705
22340,-0.405785
22345,-0.0583999
22350,0.0408465
22355,0.318733
22360,1.03818
22365,0.270827
22370,0.920139
22375,0.465076
22380,0.897605
22385,0.105088
22390,0.763795
22395,-0.140417
22400,0.430671
22405,0.392751
22410,0.313759
22415,0.071183
22420,0.502433
22425,0.428805
22430,-0.074404
22435,0.749457
22440,0.505374
22445,0.151558
22450,-0.418617
22455,0.650169
22460,0.32163
22465,0.540489
22470,0.769812
22475,-0.337356
22480,1.22159
22485,0.397985
22490,1.15324
22495,0.712356
22500,0.500694
22505,0.054382
22510,0.545621
22515,0.780006
22520,0.141235
22525,0.691552
22530,0.171593
22535,-0.0395312
22540,0.498418
22545,0.263108
22550,0.29074
22555,0.930719
22560,-0.366957
22565,0.83001
22570,0.340754
22575,0.301051
22580,0.812279
22585,0.888616
22590,0.638039
22595,0.856457
22600,0.0924239
22605,0.0309159
22610,0.0572612
22615,0.373262
22620,0.394473
22625,0.176017
22630,-0.710644
22635,-0.0264402
22640,0.450196
22645,0.716803
22650,0.60739
22655,0.0171724
22660,0.359597
22665,-0.29324
22670,-0.180188
22675,0.0214085
22680,0.936231
22685,0.344461
22690,-0.0816047
22695,0.0934894
22700,0.798171
22705,0.409741
22710,0.807333
22715,0.58656
22720,-0.332084
22725,-0.0913086
22730,-0.00663631
22735,0.722544
22740,0.618566
22745,0.508636
22750,0.102917
22755,0.0944436
22760,-0.212498
22765,0.417838
22770,0.830994
22775,0.64108
22780,0.404081
22785,-0.241217
22790,0.833083
22795,0.189177
22800,0.853246
22805,0.623693
22810,0.315102
22815,0.565263
22820,0.64639
22825,1.15874
22830,0.766657
22835,0.640569
22840,0.108074
22845,0.612551
22850,0.180594
22855,0.130483
22860,0.440794
22865,0.854678
22870,0.491553
22875,0.354871
22880,0.473948
22885,0.719268
22890,0.600281
22895,0.352246
22900,0.281409
22905,-0.159652
22910,-0.093661
22915,0.148475
22920,0.560521
22925,0.187716
22930,0.597206
22935,0.010632
22940,0.403237
22945,0.129716
22950,0.398045
22955,0.0408772
22960,0.76828
22965,0.0431888
22970,1.27625
22975,-0.618727
22980,0.210149
22985,0.651351
22990,0.44677
22995,0.694554
23000,0.463537
23005,0.456583
23010,0.189609
23015,0.536659
23020,0.981691
23025,0.0851525
23030,0.669582
23035,-0.133203
23040,0.0733678
23045,-0.105321
23050,0.0801021
23055,0.153713
23060,0.571525
23065,0.591775
23070,0.341857
23075,0.0398214
23080,0.418248
23085,0.335817
23090,0.0277854
23095,0.201692
23100,0.0944498
23105,0.312173
23110,-0.0685559
23115,0.167265
23120,0.442261
23125,0.478654
23130,1.06146
23135,0.278523
23140,0.417285
23145,0.653485
23150,0.811682
23155,0.655757
23160,0.384292
23165,0.39842
23170,0.277337
23175,0.0086221
23180,0.271341
23185,0.25861
23190,0.664255
23195,1.04086
23200,0.278304
23205,0.533313
23210,0.356207
23215,0.033239
23220,0.0449058
23225,0.753562
23230,0.345829
23235,-0.07587
23240,-0.146518
23245,0.311689
23250,0.7915
23255,0.528917
23260,-0.0231602
23265,0.710521
23270,0.57265
23275,0.529752
23280,0.439544
23285,0.000481104
23290,0.0195169
23295,0.133154
23300,0.878206
23305,0.00724848
23310,-0.171666
23315,0.131985
23320,0.434499
23325,0.347138
23330,-0.0927399
23335,0.606573
23340,-0.381123
23345,0.145569
23350,0.618772
23355,-0.455648
23360,0.114681
23365,0.229162
23370,0.637967
23375,0.345458
23380,0.351922
23385,0.15187
23390,0.608897
23395,0.542312
23400,1.03501
23405,-0.6029
23410,0.333761
23415,0.590569
23420,0.165336
23425,0.289805
23430,-0.432639
23435,0.491615
23440,-0.118854
23445,0.161037
23450,0.217545
23455,1.13352
23460,0.456144
23465,0.187542
23470,-0.320547
23475,0.250113
23480,-0.191331
23485,0.239755
23490,0.485356
23495,-0.340807
23500,0.916898
23505,0.0302354
23510,0.61203
23515,0.202626
23520,0.339117
23525,0.654925
23530,0.457878
23535,0.536032
23540,0.336365
23545,0.554627
23550,0.269776
23555,-0.346418
23560,0.585149
23565,0.0337497
23570,-0.30733
23575,0.591381
23580,1.08467
23585,0.75419
23590,0.910303
23595,0.146958
23600,-0.549713
23605,-0.0402142
23610,0.00367802
23615,-0.13427
23620,0.0199196
23625,0.758881
23630,-0.116692
23635,-0.185418
23640,0.69952
23645,0.351928
23650,0.146883
23655,0.202233
23660,1.1308
23665,0.0684103
23670,0.107817
23675,0.165532
23680,0.851938
23685,-0.285777
23690,0.596923
23695,-0.142657
23700,0.140105
23705,0.602615
23710,0.552057
23715,0.304492
23720,1.17628
23725,-0.116654
23730,-0.0808175
23735,0.284744
23740,0.0544736
23745,-0.155466
23750,0.768421
23755,0.0899119
23760,0.497941
23765,0.542697
23770,0.30658
23775,0.128825
23780,-0.254281
23785,0.779002
23790,0.838935
23795,0.450982
23800,1.06929
23805,-0.14672
23810,0.684673
23815,0.296146
23820,0.479141
23825,0.266367
23830,-0.118856
23835,-0.259638
23840,0.0568619
23845,0.0426889
23850,0.481502
23855,-0.235101
23860,-0.266712
23865,1.11475
23870,0.248003
23875,0.728295
23880,0.562586
23885,-0.029697
23890,0.578989
23895,0.292164
23900,0.159885
23905,-0.339903
23910,0.490901
23915,0.464926
23920,1.14022
23925,0.332196
23930,0.358244
23935,0.328232
23940,0.495264
23945,0.705204
23950,0.615143
23955,0.101296
23960,0.413518
23965,0.835664
23970,0.0999618
23975,0.781936
23980,0.215984
23985,0.0449212
23990,0.687244
23995,0.35063
24000,0.869799
24005,-0.311394
24010,0.37631
24015,0.273076
24020,0.473992
24025,0.823731
24030,0.476658
24035,0.064621
24040,0.489155
24045,0.318382
24050,0.367945
24055,0.490546
24060,0.077195
24065,0.176384
24070,0.124365
24075,0.534783
24080,0.272514
24085,0.386205
24090,0.291452
24095,0.48551
24100,0.536277
24105,-0.360103
24110,-0.0951582
24115,0.676515
24120,0.694589
24125,0.329591
24130,0.0701118
24135,0.403972
24140,0.839075
24145,0.875956
24150,-0.251429
24155,0.588576
24160,0.494063
24165,0.153528
24170,0.389433
24175,1.06349
24180,-0.0561922
24185,0.718173
24190,0.0435878
24195,0.475939
24200,0.337779
24205,0.324249
24210,0.434668
24215,0.667319
24220,0.159735
24225,0.250252
24230,-0.071939
24235,0.0252225
24240,0.686016
24245,-0.00750566
24250,1.14113
24255,0.367875
24260,1.01029
24265,0.480595
24270,-0.32027
24275,0.122745
24280,0.40217
24285,0.0631883
24290,0.226185
24295,0.663722
24300,0.402445
24305,0.119692
24310,-0.226456
24315,0.927363
24320,0.324646
24325,0.924583
24330,0.490681
24335,0.359053
24340,-0.438155
24345,-0.196333
24350,0.481975
24355,-0.256624
24360,0.193545
24365,0.628244
24370,0.816712
24375,0.628494
24380,0.629282
24385,0.406071
24390,0.290585
24395,0.132741
24400,0.693346
24405,0.846664
24410,0.504141
24415,0.55598
24420,0.444873
24425,0.241354
24430,0.780577
24435,1.01237
24440,0.595487
24445,0.459977
24450,-0.0324521
24455,0.591671
24460,-0.0277228
24465,-0.513958
24470,0.590025
24475,0.32037
24480,-0.0110596
24485,-0.229069
24490,-0.112848
24495,0.0294631
24500,0.375548
24505,-0.0290643
24510,0.576401
24515,0.892188
24520,0.30446
24525,1.05993
24530,1.25373
24535,0.294882
24540,0.0227899
24545,0.722721
24550,0.515413
24555,0.451465
24560,0.0458832
24565,0.527834
24570,0.391361
24575,0.804421
24580,0.638515
24585,-0.117728
24590,0.376669
24595,-0.197671
24600,-0.0888986
24605,0.0260801
24610,0.834902
24615,-0.0601293
24620,-0.344002
24625,0.81327
24630,0.550074
24635,0.220117
24640,0.958073
24645,0.628659
24650,0.0258223
24655,0.14698
24660,0.787649
24665,0.421085
24670,0.298911
24675,0.596675
24680,0.325385
24685,0.430906
24690,0.358187
24695,0.435117
24700,0.0986933
24705,0.823402
24710,0.403942
24715,0.246783
24720,0.665783
24725,0.325859
24730,0.793116
24735,-0.114111
24740,0.785124
24745,-0.202766
24750,0.224427
24755,-0.1124
24760,0.734484
24765,0.16942
24770,0.247583
24775,0.664673
24780,0.680377
24785,0.582169
24790,0.791856
24795,0.408187
24800,0.190916
24805,0.358871
24810,0.957645
24815,1.21894
24820,-0.110884
24825,1.40424
24830,-0.356597
24835,0.0973107
24840,0.0158277
24845,0.403187
24850,0.350927
24855,0.202581
24860,0.27834
24865,0.823204
24870,0.81542
24875,0.707944
24880,0.520464
24885,-0.438375
24890,0.349939
24895,0.225879
24900,1.196
24905,0.337651
24910,-0.107893
24915,0.477447
24920,0.0281878
24925,0.255651
24930,0.654055
24935,0.347118
24940,0.426684
24945,0.49097
24950,0.222873
24955,0.766533
24960,0.7415
24965,0.412044
24970,0.526952
24975,0.16305
24980,0.435053
24985,0.438091
24990,-0.0205166
24995,0.425292
25000,0.797813
25005,0.567587
25010,0.560747
25015,0.693013
25020,-0.440538
25025,-0.418573
25030,0.237019
25035,-0.225294
25040,0.303409
25045,0.572722
25050,0.38083
25055,0.0750599
25060,0.0445792
25065,0.385035
25070,0.379096
25075,-0.0531133
25080,0.580524
25085,0.42766
25090,0.530403
25095,-0.124862
25100,1.37893
25105,-0.285989
25110,0.831324
25115,0.691362
25120,-0.0181859
25125,0.220435
25130,0.426034
25135,0.363987
25140,-0.124439
25145,0.0323285
25150,0.545967
25155,0.5887
25160,-0.363498
25165,0.0912198
25170,0.144173
25175,0.0972208
25180,0.0719882
25185,0.544797
25190,0.243857
25195,0.179344
25200,0.144371
25205,0.717276
25210,-0.158622
25215,0.750423
25220,0.571679
25225,0.627994
25230,0.228461
25235,0.26923
25240,0.185475
25245,0.39995
25250,0.175715
25255,-0.270658
25260,-0.0510434
25265,0.662567
25270,-0.048146
25275,0.81636
25280,0.522183
25285,0.431809
25290,0.50784
25295,0.406609
25300,1.04716
25305,0.42898
25310,-0.0767189
25315,0.0138373
25320,-0.105875
25325,0.140532
25330,-0.0322235
25335,0.455286
25340,0.414275
25345,0.47069
25350,-0.0574818
25355,0.325373
25360,1.0608
25365,0.280467
25370,-0.0955517
25375,0.570079
25380,0.780711
25385,-0.141049
25390,0.406014
25395,0.799026
25400,0.178587
25405,0.475313
25410,0.541729
25415,1.083
25420,0.859398
25425,0.704282
25430,0.757357
25435,0.329752
25440,-0.0532595
25445,0.0242076
25450,-0.486185
25455,0.0232703
25460,0.255112
25465,0.190398
25470,0.12784
25475,0.845569
25480,0.435869
25485,0.678328
25490,0.578212
25495,0.405468
25500,-0.505351
25505,0.839617
25510,0.365463
25515,0.728
25520,0.0908078
25525,0.512392
25530,0.13652
25535,-0.297189
25540,0.293843
25545,0.0930766
25550,0.27528
25555,0.305961
25560,-0.234117
25565,0.69007
25570,0.259621
25575,0.530707
25580,0.346546
25585,0.0719691
25590,0.668619
25595,0.484074
25600,1.01731
25605,0.96989
25610,0.349638
25615,0.646634
25620,0.414242
25625,-0.121265
25630,0.232131
25635,0.658587
25640,0.0801656
25645,0.36175
25650,-0.194745
25655,0.316707
25660,0.683369
25665,0.607255
25670,0.326035
25675,0.924574
25680,0.401186
25685,0.0538652
25690,1.39028
25695,0.227469
25700,0.698778
25705,0.323517
25710,1.46687
25715,0.40416
25720,0.599033
25725,0.189397
25730,1.09498
25735,0.361393
25740,0.133853
25745,0.683438
25750,0.318919
25755,1.15178
25760,0.491838
25765,0.374527
25770,0.416255
25775,0.617509
25780,0.179587
25785,0.195865
25790,0.392849
25795,0.6078
25800,0.60703
25805,-0.00226749
25810,0.580924
25815,0.134912
25820,-0.13028
